article_id,titre,texte,categorie,source,date_publication,nb_mots,prediction,latence_ms
234,Prix Goncourt pour Kamel Daoud,"L'académie Goncourt couronne Kamel Daoud pour son roman Houris, une fresque sur la décennie noire en Algérie.",culture,Le Figaro,2024-02-28,17,culture,482.8332000006412
235,PSG : l'entraîneur démissionne après cinq sorties européennes prématurées,"Selon nos informations, le Paris Saint-Germain annonce le départ de son entraîneur après une cinquième élimination en huitièmes de la Ligue des champions.",sport,Le Parisien,2024-09-21,23,sport,542.7378000003955
236,Stromae annonce une tournée mondiale de cinquante dates,"Après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena. Les autorités compétentes n'ont pas commenté.",culture,AFP,2024-01-06,26,politique,575.1352999996016
237,Airbus signe la plus grande commande de l'histoire avec Air India,"Mise à jour — L'avionneur européen annonce une commande ferme de 500 appareils d'Air India lors du Salon de Dubaï, un record mondial.",economie,Le Monde,2024-02-10,23,faits_divers,528.9418000002115
238,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h","Selon nos informations, météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.",faits_divers,AFP,2024-11-05,20,faits_divers,529.6789000003628
239,La comédie musicale Brel dépasse le million de spectateurs,"Créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs. Les autorités compétentes n'ont pas commenté.",culture,Le Figaro,2024-08-04,28,sport,551.8549999997049
240,Accord UE-Mercosur : mobilisation des agriculteurs,La perspective d'un accord commercial avec le Mercosur provoque une levée de boucliers de la FNSEA qui appelle à une journée de blocage national. Les autorités compétentes n'ont pas commenté.,economie,L'Équipe,2024-08-05,30,politique,519.2518000003474
241,Formule 1 : Verstappen quadruple champion du monde,Max Verstappen scelle son quatrième titre mondial consécutif dès le Grand Prix du Mexique avec seize victoires sur dix-neuf courses. Les autorités compétentes n'ont pas commenté.,sport,AFP,2024-06-28,26,sport,549.0021000005072
242,La comédie musicale Brel dépasse le million de spectateurs,"Créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs.",culture,Le Monde,2024-09-11,22,sport,506.0427999997046
243,Avalanche dans les Alpes : sept randonneurs secourus,Sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.,faits_divers,AFP,2024-12-17,24,sport,533.4685999996509
244,La Fnac ferme dix-huit magasins d'ici 2026,"Selon nos informations, le groupe Fnac-Darty prévoit la fermeture de dix-huit points de vente en villes moyennes, affectant environ 1 200 salariés.",culture,Les Échos,2024-06-11,22,politique,502.6487000004636
245,PSG : l'entraîneur démissionne après cinq sorties européennes prématurées,Le Paris Saint-Germain annonce le départ de son entraîneur après une cinquième élimination en huitièmes de la Ligue des champions. Les autorités compétentes n'ont pas commenté.,sport,Le Figaro,2024-10-22,26,sport,564.417699999467
246,La Fnac ferme dix-huit magasins d'ici 2026,"Le groupe Fnac-Darty prévoit la fermeture de dix-huit points de vente en villes moyennes, affectant environ 1 200 salariés. Les autorités compétentes n'ont pas commenté.",culture,Le Figaro,2024-11-01,25,politique,536.8028000002596
247,Paralympiques de Paris : record d'audience télévisée,"Mise à jour — Les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent.",sport,AFP,2024-02-02,26,sport,525.4906999998639
248,PSG : l'entraîneur démissionne après cinq sorties européennes prématurées,Mise à jour — Le Paris Saint-Germain annonce le départ de son entraîneur après une cinquième élimination en huitièmes de la Ligue des champions.,sport,Les Échos,2024-11-06,24,sport,542.4563000005946
249,La BCE relève ses taux pour la troisième fois,"La Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent. Les autorités compétentes n'ont pas commenté.",economie,Le Monde,2024-08-07,26,politique,513.4927999997672
250,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h",Météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.,faits_divers,Le Figaro,2024-08-16,17,politique,509.8963000000367
251,Braquage de bijouterie à Lyon : 400 000 euros de butin,"Trois individus armés ont braqué une bijouterie du centre de Lyon, emportant environ 400 000 euros de bijoux et d'espèces. Les autorités compétentes n'ont pas commenté.",faits_divers,Le Parisien,2024-08-04,26,faits_divers,539.625899999919
252,Avalanche dans les Alpes : sept randonneurs secourus,"Selon nos informations, sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.",faits_divers,Les Échos,2024-06-26,27,sport,529.0102999997544
253,Grève SNCF : syndicats rejettent les propositions salariales,"Mise à jour — La troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,Le Monde,2024-10-08,28,politique,515.7118999995873
254,Roland-Garros : Djokovic s'offre un 24e titre majeur,"Selon nos informations, djokovic remporte son vingt-quatrième titre du Grand Chelem sur la terre battue parisienne en quatre sets face à son adversaire espagnol.",sport,Le Figaro,2024-03-26,24,sport,544.6752999996534
255,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,"Selon nos informations, le tribunal de Paris condamne un homme d'affaires à cinq ans ferme et deux millions d'euros d'amende pour fraude fiscale et blanchiment.",faits_divers,Le Figaro,2024-08-02,25,politique,532.3074999996606
256,Référendum en Nouvelle-Calédonie : résultat contesté,"Mise à jour — Le référendum a donné 96,5 pourcent pour le maintien, chiffre jugé non représentatif par les indépendantistes qui boycottaient le scrutin.",politique,Reuters,2024-12-21,24,faits_divers,529.7538000004351
257,Stromae annonce une tournée mondiale de cinquante dates,"Après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena.",culture,Reuters,2024-10-20,20,culture,528.9388000001054
258,Élections régionales : sondages favorables à l'opposition,"Selon nos informations, à deux semaines du premier tour, les enquêtes d'opinion montrent une poussée de la coalition d'opposition dans six régions sur treize. Le parti au pouvoir, en recul de quatre points, conteste la méthodologie des sondeurs.",politique,Le Parisien,2024-10-09,38,politique,599.2492999994283
259,Le directeur de cabinet du ministre mis en examen,Le directeur de cabinet du ministre de l'Intérieur a été mis en examen pour détournement de fonds. Le ministre a annoncé sa suspension immédiate.,politique,Libération,2024-05-21,24,politique,521.1030000000392
260,"LVMH rachète Valentino pour 4,5 milliards","Le groupe de luxe finalise l'acquisition de la maison italienne Valentino pour 4,5 milliards d'euros, portant à 75 le nombre de ses maisons.",economie,L'Équipe,2024-11-02,23,culture,499.47939999947266
261,Conseil des ministres : réforme éducative adoptée,"Selon nos informations, le Premier ministre a présidé un conseil des ministres extraordinaire. Le projet de loi portant réforme du système éducatif a été adopté en première lecture, prévoyant la révision des programmes et la revalorisation des enseignants. L'opposition a annoncé sa saisine du Conseil constitutionnel.",politique,Le Monde,2024-07-11,46,politique,598.8317000001189
262,Carambolage sur l'A10 : trois morts et douze blessés,Mise à jour — Un carambolage de dix-sept véhicules dont trois poids lourds sur l'A10 à Dourdan a causé trois morts et douze blessés dont quatre en urgence absolue.,faits_divers,Reuters,2024-05-13,29,faits_divers,572.9803000003812
263,La France prend la présidence de l'UE,"Mise à jour — Paris a officiellement pris la présidence tournante du Conseil de l'UE pour six mois, avec pour priorités l'union de l'énergie et la régulation numérique.",politique,Le Parisien,2024-06-01,28,politique,521.0454999996728
264,"LVMH rachète Valentino pour 4,5 milliards","Mise à jour — Le groupe de luxe finalise l'acquisition de la maison italienne Valentino pour 4,5 milliards d'euros, portant à 75 le nombre de ses maisons.",economie,Les Échos,2024-01-26,27,economie,540.5872000001182
265,TotalEnergies annonce un bénéfice record de 19 milliards,"Selon nos informations, le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Les Échos,2024-03-10,25,economie,542.0377999998891
266,Le Sénat rejette l'amendement sur la proportionnelle,"Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif.",politique,AFP,2024-04-06,23,politique,590.6052999998792
267,Cannes : Palme d'or pour Wim Wenders,"La Palme d'or a été décernée au film de Wim Wenders, Les Jardins du temps, par le jury de Greta Gerwig. Les autorités compétentes n'ont pas commenté.",culture,Le Figaro,2024-09-16,27,politique,533.0823000003875
268,La BCE relève ses taux pour la troisième fois,"La Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent.",economie,L'Équipe,2024-03-10,20,economie,478.3658000005744
269,"LVMH rachète Valentino pour 4,5 milliards","Le groupe de luxe finalise l'acquisition de la maison italienne Valentino pour 4,5 milliards d'euros, portant à 75 le nombre de ses maisons.",economie,Les Échos,2024-11-05,23,culture,524.6176999999079
270,Conseil des ministres : réforme éducative adoptée,"Selon nos informations, le Premier ministre a présidé un conseil des ministres extraordinaire. Le projet de loi portant réforme du système éducatif a été adopté en première lecture, prévoyant la révision des programmes et la revalorisation des enseignants. L'opposition a annoncé sa saisine du Conseil constitutionnel.",politique,Les Échos,2024-09-11,46,politique,620.1904999998078
271,Le cinéma français retrouve son niveau d'avant-Covid,"Selon nos informations, le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,Le Parisien,2024-11-27,25,economie,531.51489999982
272,Paralympiques de Paris : record d'audience télévisée,,sport,L'Équipe,2024-11-27,0,sport,414.8119999999835
273,Budget 2025 adopté en première lecture à l'Assemblée,"Selon nos informations, après trois semaines de débats et l'utilisation du 49-3, l'Assemblée a adopté le PLF 2025 visant un déficit à 3,2 pourcent du PIB.",politique,Les Échos,2024-05-22,26,economie,563.6412000003475
274,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h","Selon nos informations, météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.",faits_divers,Libération,2024-06-28,20,faits_divers,533.3777999994709
275,Prix Goncourt pour Kamel Daoud,"L'académie Goncourt couronne Kamel Daoud pour son roman Houris, une fresque sur la décennie noire en Algérie.",culture,L'Équipe,2024-03-13,17,culture,481.19429999951535
276,Le Sénat rejette l'amendement sur la proportionnelle,"Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif. Les autorités compétentes n'ont pas commenté.",politique,Le Figaro,2024-02-27,29,politique,554.2818000003535
277,"LVMH rachète Valentino pour 4,5 milliards","Le groupe de luxe finalise l'acquisition de la maison italienne Valentino pour 4,5 milliards d'euros, portant à 75 le nombre de ses maisons.",economie,Le Figaro,2024-12-22,23,culture,520.3856999996788
278,PSG : l'entraîneur démissionne après cinq sorties européennes prématurées,"Selon nos informations, le Paris Saint-Germain annonce le départ de son entraîneur après une cinquième élimination en huitièmes de la Ligue des champions.",sport,Reuters,2024-09-10,23,sport,520.9002000001419
279,La BCE relève ses taux pour la troisième fois,"Selon nos informations, la Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent.",economie,Le Monde,2024-12-28,23,economie,525.0412000004872
280,TotalEnergies annonce un bénéfice record de 19 milliards,"Le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés. Les autorités compétentes n'ont pas commenté.",economie,Les Échos,2024-11-15,28,politique,578.1155000004219
281,Léon Marchand améliore son record du monde du 200 m brasse,"Mise à jour — Dans le Centre aquatique olympique, Léon Marchand abaisse de sept centièmes son propre record du monde du 200 mètres brasse.",sport,L'Équipe,2024-05-22,24,sport,520.0381999993624
282,Formule 1 : Verstappen quadruple champion du monde,Max Verstappen scelle son quatrième titre mondial consécutif dès le Grand Prix du Mexique avec seize victoires sur dix-neuf courses.,sport,Libération,2024-07-27,20,sport,506.18589999976393
283,TotalEnergies annonce un bénéfice record de 19 milliards,"Selon nos informations, le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Libération,2024-02-04,25,economie,535.4071000001568
284,Roland-Garros : Djokovic s'offre un 24e titre majeur,Djokovic remporte son vingt-quatrième titre du Grand Chelem sur la terre battue parisienne en quatre sets face à son adversaire espagnol.,sport,Reuters,2024-06-04,21,sport,551.7186999995829
285,"Festival d'Avignon : 180 000 spectateurs, un record","La 77e édition du Festival d'Avignon clôture sur un bilan record de 180 000 spectateurs, soit une hausse de 12 pourcent. Les autorités compétentes n'ont pas commenté.",culture,Le Monde,2024-10-26,27,politique,534.2709000005925
286,Braquage de bijouterie à Lyon : 400 000 euros de butin,"Trois individus armés ont braqué une bijouterie du centre de Lyon, emportant environ 400 000 euros de bijoux et d'espèces.",faits_divers,AFP,2024-09-03,20,culture,498.2198999996399
287,Réseau de fraude bancaire démantelé à Marseille,"Selon nos informations, la BRDA démantèle un réseau de faux conseillers bancaires avec dix-sept interpellations. Le préjudice est estimé à trois millions d'euros.",faits_divers,Les Échos,2024-09-16,23,economie,508.27270000081626
288,Référendum en Nouvelle-Calédonie : résultat contesté,"Selon nos informations, le référendum a donné 96,5 pourcent pour le maintien, chiffre jugé non représentatif par les indépendantistes qui boycottaient le scrutin.",politique,Le Figaro,2024-12-25,23,faits_divers,549.9681999999666
289,Léon Marchand améliore son record du monde du 200 m brasse,"Dans le Centre aquatique olympique, Léon Marchand abaisse de sept centièmes son propre record du monde du 200 mètres brasse. Les autorités compétentes n'ont pas commenté.",sport,L'Équipe,2024-12-10,26,sport,525.8577000004152
290,TotalEnergies annonce un bénéfice record de 19 milliards,"Selon nos informations, le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Le Monde,2024-09-26,25,economie,522.9036999999153
291,Tour de France : le maillot jaune résiste dans les Alpes,"Mise à jour — Le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,AFP,2024-02-15,30,sport,556.5173000004506
292,Budget 2025 adopté en première lecture à l'Assemblée,"Selon nos informations, après trois semaines de débats et l'utilisation du 49-3, l'Assemblée a adopté le PLF 2025 visant un déficit à 3,2 pourcent du PIB.",politique,Reuters,2024-01-17,26,economie,542.1594999997978
293,Tour de France : le maillot jaune résiste dans les Alpes,"Selon nos informations, le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,AFP,2024-12-08,29,sport,550.5330000005415
294,Le CAC 40 franchit les 8 000 points pour la première fois,"La Bourse de Paris inscrit un record historique, le CAC 40 franchissant le niveau symbolique des 8 000 points en séance.",economie,Le Monde,2024-10-20,21,economie,498.58799999947223
295,Le Sénat rejette l'amendement sur la proportionnelle,"Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif.",politique,Les Échos,2024-05-08,23,politique,539.2689999998765
296,Cannes : Palme d'or pour Wim Wenders,"Selon nos informations, la Palme d'or a été décernée au film de Wim Wenders, Les Jardins du temps, par le jury de Greta Gerwig.",culture,Les Échos,2024-08-11,24,culture,582.1140999996715
297,JO Paris : la France troisième du classement des médailles,"Selon nos informations, la délégation française termine les Jeux avec 16 or, 12 argent, 22 bronze, soit la troisième place mondiale derrière les États-Unis et la Chine.",sport,Le Figaro,2024-04-18,27,sport,533.5881999999401
298,"LVMH rachète Valentino pour 4,5 milliards","Selon nos informations, le groupe de luxe finalise l'acquisition de la maison italienne Valentino pour 4,5 milliards d'euros, portant à 75 le nombre de ses maisons.",economie,L'Équipe,2024-12-26,26,culture,532.3361000000659
299,"Festival d'Avignon : 180 000 spectateurs, un record","La 77e édition du Festival d'Avignon clôture sur un bilan record de 180 000 spectateurs, soit une hausse de 12 pourcent.",culture,AFP,2024-11-17,21,culture,485.4011999996146
300,Rugby mondial : l'Afrique du Sud conserve son titre,"Selon nos informations, les Springboks décrochent leur quatrième étoile mondiale en battant la Nouvelle-Zélande 12 à 11 dans une finale serrée à Saint-Denis.",sport,Reuters,2024-06-25,23,sport,523.461299999326
301,"Chômage : le taux remonte à 7,4 pourcent au T3","Selon nos informations, la Dares publie des statistiques en hausse avec un taux de chômage à 7,4 pourcent sous l'effet de licenciements dans l'industrie manufacturière.",economie,Le Monde,2024-06-08,25,economie,521.5642000002845
302,Meurtre à Nantes : un suspect interpellé,La PJ nantaise a interpellé un homme de trente-deux ans soupçonné du meurtre d'un voisin dans le quartier Bellevue quarante-huit heures après les faits.,faits_divers,Le Figaro,2024-06-22,24,faits_divers,543.6386000001221
303,JO Paris : la France troisième du classement des médailles,,sport,AFP,2024-05-02,0,sport,436.12020000000484
304,Faillite de Butagaz : 800 emplois menacés,,economie,L'Équipe,2024-11-03,0,economie,400.82600000005186
305,Grève SNCF : syndicats rejettent les propositions salariales,"Mise à jour — La troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,Le Figaro,2024-12-17,28,politique,527.4337000000742
306,La France prend la présidence de l'UE,"Selon nos informations, paris a officiellement pris la présidence tournante du Conseil de l'UE pour six mois, avec pour priorités l'union de l'énergie et la régulation numérique.",politique,L'Équipe,2024-05-01,27,politique,535.398100000748
307,"Inflation : les prix ralentissent à 2,1 pourcent","L'INSEE a publié ses données d'octobre. La hausse des prix ressort à 2,1 pourcent sur un an, son niveau le plus bas depuis vingt-six mois, portée par la détente de l'énergie.",economie,Le Monde,2024-06-12,31,economie,560.9370000001945
308,Le cinéma français retrouve son niveau d'avant-Covid,"Le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,Le Monde,2024-08-16,22,economie,495.3829999994923
309,Grève SNCF : syndicats rejettent les propositions salariales,"Selon nos informations, la troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,Le Figaro,2024-08-03,27,politique,561.6851000004317
310,La France prend la présidence de l'UE,"Mise à jour — Paris a officiellement pris la présidence tournante du Conseil de l'UE pour six mois, avec pour priorités l'union de l'énergie et la régulation numérique.",politique,Le Monde,2024-11-25,28,politique,514.4865000002028
311,Le CAC 40 franchit les 8 000 points pour la première fois,"Selon nos informations, la Bourse de Paris inscrit un record historique, le CAC 40 franchissant le niveau symbolique des 8 000 points en séance.",economie,Les Échos,2024-04-24,24,economie,490.5938000001697
312,Léon Marchand améliore son record du monde du 200 m brasse,"Dans le Centre aquatique olympique, Léon Marchand abaisse de sept centièmes son propre record du monde du 200 mètres brasse.",sport,Le Figaro,2024-04-25,20,sport,482.81199999928504
313,Versailles ouvre son programme pour les scolaires défavorisés,Le château de Versailles lance un programme d'éducation artistique permettant à 50 000 élèves des quartiers prioritaires de visiter le domaine chaque année.,culture,Libération,2024-03-15,23,culture,546.4893999997003
314,Bordeaux bascule à gauche après vingt ans,"Mise à jour — La candidate de gauche a remporté la mairie de Bordeaux avec 53,2 pourcent des voix, mettant fin à vingt ans de gestion de droite.",politique,Le Parisien,2024-11-21,28,politique,534.7700000002078
315,Exposition Vermeer à Amsterdam : deux millions de visiteurs,Mise à jour — Le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois.,culture,AFP,2024-08-11,25,culture,547.4658000002819
316,"LVMH rachète Valentino pour 4,5 milliards","Le groupe de luxe finalise l'acquisition de la maison italienne Valentino pour 4,5 milliards d'euros, portant à 75 le nombre de ses maisons.",economie,Le Parisien,2024-12-23,23,culture,498.81700000059936
317,Tour de France : le maillot jaune résiste dans les Alpes,"Selon nos informations, le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,L'Équipe,2024-07-08,29,sport,590.3417999998055
318,"Inflation : les prix ralentissent à 2,1 pourcent","Mise à jour — L'INSEE a publié ses données d'octobre. La hausse des prix ressort à 2,1 pourcent sur un an, son niveau le plus bas depuis vingt-six mois, portée par la détente de l'énergie.",economie,Le Monde,2024-01-09,35,economie,585.314500000095
319,Remaniement : trois secrétaires d'État remplacés,L'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles. Les autorités compétentes n'ont pas commenté.,politique,L'Équipe,2024-12-16,24,faits_divers,587.1219999999084
320,TotalEnergies annonce un bénéfice record de 19 milliards,"Mise à jour — Le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Le Parisien,2024-03-25,26,economie,555.278100000578
321,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,Le tribunal de Paris condamne un homme d'affaires à cinq ans ferme et deux millions d'euros d'amende pour fraude fiscale et blanchiment.,faits_divers,Le Monde,2024-07-03,22,economie,532.0897000001423
322,Formule 1 : Verstappen quadruple champion du monde,Max Verstappen scelle son quatrième titre mondial consécutif dès le Grand Prix du Mexique avec seize victoires sur dix-neuf courses.,sport,Le Monde,2024-11-22,20,sport,493.0961000000025
323,Élections régionales : sondages favorables à l'opposition,"Mise à jour — À deux semaines du premier tour, les enquêtes d'opinion montrent une poussée de la coalition d'opposition dans six régions sur treize. Le parti au pouvoir, en recul de quatre points, conteste la méthodologie des sondeurs.",politique,L'Équipe,2024-04-27,39,politique,607.177199999569
324,TotalEnergies annonce un bénéfice record de 19 milliards,"Le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Le Parisien,2024-02-12,22,economie,505.1536999999371
325,"Le Louvre atteint 9,6 millions de visiteurs en 2024","Selon nos informations, le musée du Louvre enregistre un record historique d'entrées, porté par la réouverture de la salle de La Joconde après deux ans de rénovation.",culture,Le Monde,2024-05-15,27,culture,544.886000000588
326,Formule 1 : Verstappen quadruple champion du monde,Mise à jour — Max Verstappen scelle son quatrième titre mondial consécutif dès le Grand Prix du Mexique avec seize victoires sur dix-neuf courses.,sport,AFP,2024-12-05,24,sport,503.4826000000976
327,Sommet franco-allemand à l'Élysée,"Selon nos informations, le président a accueilli son homologue allemand pour un sommet bilatéral sur la politique énergétique européenne. Une déclaration commune a été signée sur la refondation de Schengen.",politique,Le Figaro,2024-11-14,30,politique,537.4531999996179
328,Exposition Vermeer à Amsterdam : deux millions de visiteurs,Mise à jour — Le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois.,culture,Libération,2024-10-08,25,culture,536.1501999996108
329,Carambolage sur l'A10 : trois morts et douze blessés,"Selon nos informations, un carambolage de dix-sept véhicules dont trois poids lourds sur l'A10 à Dourdan a causé trois morts et douze blessés dont quatre en urgence absolue.",faits_divers,Le Parisien,2024-05-08,28,faits_divers,585.9608999999182
330,Sommet franco-allemand à l'Élysée,Mise à jour — Le président a accueilli son homologue allemand pour un sommet bilatéral sur la politique énergétique européenne. Une déclaration commune a été signée sur la refondation de Schengen.,politique,Reuters,2024-10-23,31,politique,555.0296000001254
331,Ballon d'Or : le milieu du Real Madrid sacré pour la quatrième fois,"Selon nos informations, le milieu de terrain du Real Madrid remporte le Ballon d'Or pour la quatrième fois de sa carrière lors de la cérémonie au Châtelet à Paris.",sport,Les Échos,2024-04-03,29,sport,550.1695000002655
332,Versailles ouvre son programme pour les scolaires défavorisés,Mise à jour — Le château de Versailles lance un programme d'éducation artistique permettant à 50 000 élèves des quartiers prioritaires de visiter le domaine chaque année.,culture,Le Parisien,2024-11-26,27,culture,522.1762000001036
333,JO Paris : la France troisième du classement des médailles,"Mise à jour — La délégation française termine les Jeux avec 16 or, 12 argent, 22 bronze, soit la troisième place mondiale derrière les États-Unis et la Chine.",sport,Le Figaro,2024-02-09,28,sport,543.6820000004445
334,Rugby mondial : l'Afrique du Sud conserve son titre,Les Springboks décrochent leur quatrième étoile mondiale en battant la Nouvelle-Zélande 12 à 11 dans une finale serrée à Saint-Denis.,sport,Le Figaro,2024-12-20,20,sport,506.4982999992935
335,Ballon d'Or : le milieu du Real Madrid sacré pour la quatrième fois,Le milieu de terrain du Real Madrid remporte le Ballon d'Or pour la quatrième fois de sa carrière lors de la cérémonie au Châtelet à Paris.,sport,Le Monde,2024-01-08,26,sport,597.8708000002371
336,La comédie musicale Brel dépasse le million de spectateurs,"Créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs. Les autorités compétentes n'ont pas commenté.",culture,L'Équipe,2024-11-20,28,sport,609.306800000013
337,Exposition Vermeer à Amsterdam : deux millions de visiteurs,Le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois. Les autorités compétentes n'ont pas commenté.,culture,Le Parisien,2024-10-20,27,culture,595.5744000002596
338,JO Paris : la France troisième du classement des médailles,"La délégation française termine les Jeux avec 16 or, 12 argent, 22 bronze, soit la troisième place mondiale derrière les États-Unis et la Chine.",sport,L'Équipe,2024-08-01,24,sport,507.045699999253
339,Léon Marchand améliore son record du monde du 200 m brasse,"Dans le Centre aquatique olympique, Léon Marchand abaisse de sept centièmes son propre record du monde du 200 mètres brasse. Les autorités compétentes n'ont pas commenté.",sport,Les Échos,2024-09-01,26,sport,542.7864000002955
340,Grève SNCF : syndicats rejettent les propositions salariales,"La troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,L'Équipe,2024-10-20,24,politique,515.0156999998217
341,Rugby mondial : l'Afrique du Sud conserve son titre,,sport,Le Monde,2024-11-07,0,sport,422.9146999996374
342,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,Mise à jour — Le tribunal de Paris condamne un homme d'affaires à cinq ans ferme et deux millions d'euros d'amende pour fraude fiscale et blanchiment.,faits_divers,Le Monde,2024-11-17,26,economie,535.2366999995866
343,Formule 1 : Verstappen quadruple champion du monde,Max Verstappen scelle son quatrième titre mondial consécutif dès le Grand Prix du Mexique avec seize victoires sur dix-neuf courses.,sport,Libération,2024-10-24,20,sport,518.9198999996734
344,PSG : l'entraîneur démissionne après cinq sorties européennes prématurées,Le Paris Saint-Germain annonce le départ de son entraîneur après une cinquième élimination en huitièmes de la Ligue des champions.,sport,Les Échos,2024-02-24,20,sport,527.4836999997206
345,Réseau de fraude bancaire démantelé à Marseille,La BRDA démantèle un réseau de faux conseillers bancaires avec dix-sept interpellations. Le préjudice est estimé à trois millions d'euros. Les autorités compétentes n'ont pas commenté.,faits_divers,Reuters,2024-07-07,26,politique,552.077599999393
346,Stromae annonce une tournée mondiale de cinquante dates,"Après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena. Les autorités compétentes n'ont pas commenté.",culture,Le Parisien,2024-09-06,26,politique,556.2426999995296
347,La comédie musicale Brel dépasse le million de spectateurs,"Créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs. Les autorités compétentes n'ont pas commenté.",culture,Le Monde,2024-01-07,28,sport,523.8914000001387
348,Tour de France : le maillot jaune résiste dans les Alpes,"Mise à jour — Le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,Reuters,2024-11-14,30,sport,570.4848999994283
